Math-105,725
Math-106,2109
Mockito-1,10499
Mockito-2,4293
Mockito-3,10496
Mockito-4,9489
Mockito-5,749
Mockito-6,10212
Mockito-7,9724
Mockito-8,1738
Mockito-9,0
Mockito-10,0
Mockito-11,0
Mockito-12,4655
Mockito-13,10567
Mockito-14,10788
Mockito-15,8563
Mockito-16,8660
Mockito-17,3482
Mockito-18,4682
Mockito-19,11369
Mockito-20,8722
Mockito-21,0
Mockito-22,3973
Mockito-23,9643
Mockito-24,9257
Mockito-25,10427
Mockito-26,8841
Mockito-27,9628
Mockito-28,9866
Mockito-29,10867
Mockito-30,5077
Mockito-31,4063
Mockito-32,12418
Mockito-33,10286
Mockito-34,10970
Mockito-35,8608
Mockito-36,9461
Mockito-37,8651
Mockito-38,11267
Time-1,15963
Time-2,15726
Time-3,12479
Time-4,15753
Time-5,13109
Time-6,15722
Time-7,12518
Time-8,17464
Time-9,17500
Time-10,12844
Time-11,13034
Time-12,12492
Time-13,16015
Time-14,14304
Time-15,537
Time-16,15122
Time-17,16615
Time-18,16508
Time-19,16551
Time-20,16473
Time-21,11911
Time-22,14247
Time-23,18984
Time-24,23604
Time-25,25518
Time-26,25404
Time-27,16975
