Math-99,7248
Math-100,8299
Math-101,7918
Math-102,11245
Math-103,8386
Math-104,13170
Math-105,5552
Math-106,9488
Mockito-1,9893
Mockito-2,9542
Mockito-3,10012
Mockito-4,8730
Mockito-5,8919
Mockito-6,10893
Mockito-7,8100
Mockito-8,9167
Mockito-9,0
Mockito-10,0
Mockito-11,0
Mockito-12,7516
Mockito-13,7404
Mockito-14,7575
Mockito-15,8404
Mockito-16,8394
Mockito-17,10536
Mockito-18,8360
Mockito-19,9906
Mockito-20,8563
Mockito-21,0
Mockito-22,10222
Mockito-23,7523
Mockito-24,11100
Mockito-25,9118
Mockito-26,8070
Mockito-27,9597
Mockito-28,8916
Mockito-29,9804
Mockito-30,8062
Mockito-31,8831
Mockito-32,12449
Mockito-33,8753
Mockito-34,11478
Mockito-35,7385
Mockito-36,8326
Mockito-37,8834
Mockito-38,6734
Time-1,8198
Time-2,11151
Time-3,9117
Time-4,11585
Time-5,10862
Time-6,12835
Time-7,9003
Time-8,9537
Time-9,9877
Time-10,7026
Time-11,11394
Time-12,10577
Time-13,11787
Time-14,10364
Time-15,942
Time-16,9159
Time-17,10809
Time-18,12342
Time-19,7062
Time-20,7089
Time-21,11314
Time-22,10963
Time-23,9473
Time-24,8655
Time-25,8809
Time-26,11329
Time-27,8703
