Closure-28,4824.528028011322
Math-20,5516.726865768433
Time-24,4492.048911571503
Closure-53,4990.008404016495
Math-44,4731.791694641113
Closure-65,4373.350673913956
Math-95,3138.568476676941
Lang-6,4418.8763773441315
Time-10,3217.230414867401
Math-3,2149.677344560623
Lang-47,3651.0638070106506
Lang-32,4060.0207812786102
Time-16,3518.799371957779
Lang-53,5309.288756370544
Lang-12,2084.7722339630127
Math-79,3923.9539659023285
Chart-13,5461.512657165527
Math-100,4439.940871953964
Closure-66,5251.123307943344
Closure-76,5189.76264834404
Closure-124,4397.534094333649
Closure-61,4299.291163921356
Math-9,5897.292515277863
Lang-56,2868.062833070755
Chart-2,3291.142326593399
Closure-125,4072.856156349182
Chart-9,3615.3078451156616
Lang-46,2263.9418139457703
Mockito-2,3921.3972606658936
Closure-52,5453.383396863937
Closure-97,4419.334564447403
Math-25,3127.0239565372467
Lang-40,815.1383631229401
Closure-48,4595.555146932602
Closure-20,4487.765083789825
Mockito-26,3349.563266992569
Math-28,3262.58011841774
Closure-72,5092.743677854538
Closure-93,4931.348504304886
Closure-87,5034.723294734955
Closure-69,4340.8379027843475
Math-50,4124.026001691818
Chart-22,3242.942714691162
Closure-51,4015.951798915863
Mockito-7,3578.891816854477
Math-2,5175.60710978508
Time-6,5837.563414096832
Math-32,5861.691286563873
Mockito-35,2699.7332656383514
Lang-18,4893.906695604324
Closure-128,4613.708838939667
Time-3,4063.2461488246918
Closure-37,3488.7287616729736
Lang-26,4270.904905796051
Closure-30,5066.336117267609
Lang-39,6749.506880998611
Closure-67,5237.260780334473
Mockito-11,0.0
Closure-84,3647.005542039871
Math-51,3139.1777918338776
Closure-96,3616.637603998184
Closure-25,4741.868421316147
Lang-19,2484.7511055469513
Closure-45,5298.059281349182
Lang-13,2223.8409345149994
Math-86,6726.542906522751
Mockito-38,3322.096068382263
Math-33,4870.1770758628845
Closure-33,3346.6298158168793
Lang-9,3710.4625010490417
Closure-12,4926.4869248867035
Lang-49,4522.224349498749
Math-103,3191.184808731079
Closure-100,3508.820477247238
Closure-70,3767.474371433258
Lang-59,1424.8678295612335
Closure-95,4416.421763658524
Time-20,3986.997346639633
Closure-22,4463.402757883072
Chart-16,3217.944188117981
Closure-118,4072.6131625175476
Closure-81,4032.0914130210876
Math-90,546.4440999031067
Time-9,3990.828272819519
Lang-57,704.6699507236481
Math-21,4848.172492265701
Math-19,5936.406443834305
Lang-55,1657.2855048179626
Math-26,3196.7982387542725
Closure-49,4416.292565822601
Mockito-32,4274.339390993118
Closure-102,4473.198522567749
Math-70,1824.8796620368958
Math-99,3486.285922050476
Math-105,1935.7771153450012
Math-92,3457.863432407379
Math-81,6957.107722759247
Math-101,3098.26641869545
Chart-21,3619.894025325775
Lang-33,7842.75185084343
Closure-4,3698.2405123710632
Closure-94,4076.757650375366
Time-19,3382.4701721668243
Closure-16,5201.252544879913
Math-62,9329.2792801857
Math-1,3336.683585882187
Math-27,6324.515823602676
Closure-23,5124.900287151337
Math-7,4093.8641126155853
Closure-1,5051.539661645889
Math-89,234.4229302406311
Closure-21,4188.285031080246
Math-98,5216.3991622924805
Closure-133,3589.6913189888
Math-93,1271.6847410202026
Mockito-21,0.0
Lang-65,3079.9435472488403
Mockito-5,3773.441423892975
Closure-122,3563.2001523971558
Closure-34,3975.0195021629333
Closure-38,4103.426381587982
Mockito-33,3801.5330727100372
Time-15,339.3321359157562
Closure-57,4071.454226255417
Mockito-20,3514.5516571998596
Closure-119,4130.4281487464905
Closure-54,4164.122845888138
Math-41,4512.475162267685
Mockito-8,3862.3197753429413
Closure-88,5233.424650192261
Lang-63,4858.986866474152
Closure-7,3820.1534085273743
Lang-20,7522.047573328018
Closure-60,4052.352020740509
Math-30,5485.046542167664
Chart-25,3269.788157224655
Math-104,4878.816119670868
Closure-8,4958.678300142288
Math-82,4161.245882511139
Mockito-14,3385.362433195114
Closure-129,4111.760377645493
Closure-41,4390.397482633591
Closure-11,4047.603362083435
Math-10,8017.5795385837555
Time-8,3881.5812861919403
Math-75,4282.049858093262
Mockito-27,3333.703239440918
Mockito-15,3123.2872593402863
Mockito-22,3878.7031757831573
Time-11,5264.8471693992615
Math-17,7254.5672035217285
Mockito-3,4560.91659283638
Lang-50,4353.187385797501
Lang-15,3420.5154621601105
Closure-90,4053.0311954021454
Closure-63,3140.4948813915253
Chart-4,4024.4225986003876
Closure-42,4340.181755304337
Time-22,4273.566378593445
Math-96,3108.981514453888
Closure-85,4996.638236522675
Math-22,4710.010097503662
Closure-106,4392.698757171631
Mockito-19,3594.7933099269867
Closure-35,4012.669101715088
Lang-62,4474.4214124679565
Lang-24,4246.363764047623
Math-4,4848.548199415207
Closure-5,4884.058804035187
Closure-43,3706.760689020157
Math-45,764.2689580917358
Chart-6,3939.7401299476624
Mockito-37,3643.1225934028625
Math-37,6875.699533462524
Math-6,6308.4697687625885
Math-77,3570.748635530472
Math-48,3216.219766139984
Lang-30,7348.0038414001465
Time-21,5506.641019105911
Closure-104,3428.895075559616
Math-42,5198.067784547806
Closure-64,4159.907894611359
Chart-8,4479.9223527908325
Closure-116,4031.3119599819183
Lang-10,4213.15434885025
Math-39,5228.230721950531
Mockito-1,4330.021090745926
Mockito-34,4782.5629098415375
Time-13,6598.567205429077
Math-68,5229.84259223938
Closure-109,4353.503196716309
Math-76,3667.2810344696045
Math-74,4375.837990760803
Lang-58,5785.311688423157
Math-34,2814.439918756485
Math-69,3669.7145025730133
Closure-92,4871.4822335243225
Closure-31,2900.096279859543
Mockito-25,3468.0644931793213
